Min Packet Length,Flow Packets/s,Average Packet Size,Max Packet Length,Bwd Packet Length Std,Flow Bytes/s,Packet Length Std,Fwd Packet Length Mean,Flow Duration,Fwd Packet Length Min,Flow IAT Mean,Fwd IAT Min,Total Fwd Packets,Fwd IAT Mean,Total Length of Fwd Packets,Fwd IAT Std,Bwd IAT Mean,Flow IAT Max,Bwd Packets/s,Flow IAT Std,Fwd Header Length,Label,Bwd Packet Length Min,Bwd Packet Length Mean,Fwd Packet Length Max,Bwd IAT Max,Fwd IAT Total,Fwd Packet Length Std,Bwd IAT Std,Bwd Header Length,Fwd IAT Max,Bwd Packet Length Max,Bwd IAT Min,Fwd Packets/s,Bwd IAT Total,Packet Length Variance,Total Length of Bwd Packets,Flow IAT Min,Packet Length Mean
35.0,124.540756,85.25,118.0,0.0,9527.367831,45.46097227,35.0,32118.0,35.0,10706.0,47.0,2.0,47.0,70.0,0.0,49.0,32022.0,62.27037798,18460.19753,64.0,0,118.0,118.0,35.0,49.0,47.0,0.0,0.0,64.0,47.0,118.0,49.0,62.27037798,49.0,2066.7,236.0,47.0,68.2
52.0,19047.61905,94.0,110.0,0.0,1542857.143,31.76790834,52.0,210.0,52.0,70.0,3.0,2.0,3.0,104.0,0.0,46.0,161.0,9523.809524,81.68843247,80.0,0,110.0,110.0,52.0,46.0,3.0,0.0,0.0,80.0,3.0,110.0,46.0,9523.809524,46.0,1009.2,220.0,3.0,75.2
0.0,0.667225357,0.0,0.0,0.0,0.0,0.0,0.0,5994976.0,0.0,1998325.333,817.0,3.0,2997488.0,0.0,4237932.77,0.0,5994159.0,0.166806339,3460493.481,104.0,1,0.0,0.0,0.0,0.0,5994976.0,0.0,0.0,40.0,5994159.0,0.0,0.0,0.500419018,0.0,0.0,0.0,69.0,0.0
39.0,127.1738785,56.75,55.0,0.0,5977.172289,8.76356092,39.0,31453.0,39.0,10484.33333,47.0,2.0,47.0,78.0,0.0,48.0,31358.0,63.58693924,18077.12561,64.0,0,55.0,55.0,39.0,48.0,47.0,0.0,0.0,64.0,47.0,55.0,48.0,63.58693924,48.0,76.8,110.0,47.0,45.4
0.0,173.6886507,415.8571429,1595.0,726.3831019,72229.66602,591.5589412,116.8333333,80604.0,0.0,6200.307692,156.0,6.0,11182.4,701.0,12496.12693,8175.0,25291.0,99.25065754,10484.89709,132.0,0,0.0,640.125,362.0,30799.0,55912.0,145.2534566,13824.44799,172.0,25633.0,1595.0,2.0,74.43799315,57225.0,349941.981,5121.0,2.0,388.1333333
0.0,0.699201198,0.0,0.0,0.0,0.0,0.0,0.0,5720814.0,0.0,1906938.0,666.0,3.0,2860407.0,0.0,4044284.507,0.0,5720148.0,0.174800299,3302336.738,104.0,1,0.0,0.0,0.0,0.0,5720814.0,0.0,0.0,40.0,5720148.0,0.0,0.0,0.524400898,0.0,0.0,0.0,105.0,0.0
0.0,1.634062032,845.7540107,2920.0,589.8413184,1382.014517,790.8006291,24.38571429,114438740.0,0.0,615262.043,472.0,70.0,1658194.623,1707.0,3692800.331,986338.2414,10000000.0,1.022381057,2373190.758,1412.0,0,0.0,1337.17094,335.0,10000000.0,114000000.0,75.60237188,2956452.869,2484.0,10000000.0,2920.0,50.0,0.611680974,114000000.0,625365.635,156449.0,3.0,841.2553191
6.0,666666.6667,9.0,6.0,0.0,4000000.0,0.0,6.0,3.0,6.0,3.0,3.0,2.0,3.0,12.0,0.0,0.0,3.0,0.0,0.0,40.0,0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,666666.6667,0.0,0.0,0.0,3.0,6.0
0.0,0.910151753,120.75,602.0,182.0,109.9008242,221.137966,150.5,8789743.0,0.0,1255677.571,883.0,4.0,1261936.0,602.0,2181210.374,2929883.667,5003935.0,0.455075877,2171600.085,136.0,1,0.0,91.0,602.0,5004520.0,3785808.0,301.0,2606954.084,136.0,3780580.0,364.0,3618.0,0.455075877,8789651.0,48902.0,364.0,92.0,107.3333333
44.0,18433.17972,69.0,72.0,0.0,1069124.424,15.33623161,44.0,217.0,44.0,72.33333333,48.0,2.0,48.0,88.0,0.0,48.0,121.0,9216.589862,42.14656965,64.0,0,72.0,72.0,44.0,48.0,48.0,0.0,0.0,64.0,48.0,72.0,48.0,9216.589862,48.0,235.2,144.0,48.0,55.2
0.0,8.985540918,378.3224756,1068.0,362.6618806,3399.432085,360.695204,216.5073892,34166001.0,0.0,111653.598,691.0,203.0,169127.4802,43951.0,353550.4697,331707.5243,2537746.0,3.043961744,297959.1295,6504.0,1,0.0,694.1730769,602.0,2538455.0,34200000.0,228.6511756,461980.0017,3336.0,2537746.0,1068.0,4.0,5.941579174,34200000.0,130101.0302,72194.0,4.0,377.0941558
40.0,48.60976084,84.0,88.0,0.0,3111.024694,27.71281292,40.0,41144.0,40.0,41144.0,0.0,1.0,0.0,40.0,0.0,0.0,41144.0,24.30488042,0.0,32.0,0,88.0,88.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,88.0,0.0,24.30488042,0.0,768.0,88.0,41144.0,56.0
0.0,0.703191116,3.0,6.0,0.0,2.109573349,3.286335345,4.0,5688354.0,0.0,1896118.0,23629.0,3.0,2844177.0,12.0,3988857.235,0.0,5664725.0,0.175797779,3263730.581,72.0,0,0.0,0.0,6.0,0.0,5688354.0,3.464101615,0.0,32.0,5664725.0,0.0,0.0,0.527393337,0.0,10.8,0.0,56.0,2.4
0.0,0.703760102,0.0,0.0,0.0,0.0,0.0,0.0,5683755.0,0.0,1894585.0,683.0,3.0,2841877.5,0.0,4018055.795,0.0,5683072.0,0.175940026,3280925.993,104.0,1,0.0,0.0,0.0,0.0,5683755.0,0.0,0.0,40.0,5683072.0,0.0,0.0,0.527820077,0.0,0.0,0.0,91.0,0.0
42.0,65.56302246,175.0,266.0,0.0,10096.70546,129.3264603,42.0,30505.0,42.0,30505.0,0.0,1.0,0.0,42.0,0.0,0.0,30505.0,32.78151123,0.0,32.0,0,266.0,266.0,42.0,0.0,0.0,0.0,0.0,20.0,0.0,266.0,0.0,32.78151123,0.0,16725.33333,266.0,30505.0,116.6666667
34.0,127.4250581,71.0,91.0,0.0,7964.066134,31.22018578,34.0,31391.0,34.0,10463.66667,4.0,2.0,4.0,68.0,0.0,3.0,31384.0,63.71252907,18117.54013,40.0,0,91.0,91.0,34.0,3.0,4.0,0.0,0.0,40.0,4.0,91.0,3.0,63.71252907,3.0,974.7,182.0,3.0,56.8
56.0,65.35734126,92.0,72.0,0.0,4182.869841,9.237604307,56.0,30601.0,56.0,30601.0,0.0,1.0,0.0,56.0,0.0,0.0,30601.0,32.67867063,0.0,20.0,0,72.0,72.0,56.0,0.0,0.0,0.0,0.0,20.0,0.0,72.0,0.0,32.67867063,0.0,85.33333333,72.0,30601.0,61.33333333
0.0,36363.63636,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,18181.81818,0.0,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,18181.81818,0.0,0.0,0.0,55.0,0.0
0.0,0.775861852,0.0,0.0,0.0,0.0,0.0,0.0,5155557.0,0.0,1718519.0,884.0,3.0,2577778.5,0.0,3644279.151,0.0,5154673.0,0.193965463,2975796.676,104.0,1,0.0,0.0,0.0,0.0,5155557.0,0.0,0.0,40.0,5154673.0,0.0,0.0,0.581896389,0.0,0.0,0.0,94.0,0.0
48.0,0.060495554,60.0,48.0,0.0,2.903786571,0.0,48.0,66120562.0,48.0,22000000.0,66000000.0,2.0,66000000.0,96.0,0.0,66000000.0,65900000.0,0.030247777,38000000.0,52.0,0,48.0,48.0,48.0,66000000.0,66000000.0,0.0,0.0,52.0,66000000.0,48.0,66000000.0,0.030247777,66000000.0,0.0,96.0,120572.0,48.0
0.0,0.781787173,3.0,6.0,0.0,2.34536152,3.286335345,4.0,5116482.0,0.0,1705494.0,50607.0,3.0,2558241.0,12.0,3546330.012,0.0,5065875.0,0.195446793,2910284.56,72.0,0,0.0,0.0,6.0,0.0,5116482.0,3.464101615,0.0,32.0,5065875.0,0.0,0.0,0.58634038,0.0,10.8,0.0,87.0,2.4
0.0,0.678620798,0.0,0.0,0.0,0.0,0.0,0.0,5894308.0,0.0,1964769.333,720.0,3.0,2947154.0,0.0,4166886.923,0.0,5893588.0,0.1696552,3402456.78,104.0,1,0.0,0.0,0.0,0.0,5894308.0,0.0,0.0,40.0,5893588.0,0.0,0.0,0.508965599,0.0,0.0,0.0,126.0,0.0
41.0,16666.66667,81.75,102.0,0.0,1191666.667,33.41107601,41.0,240.0,41.0,80.0,49.0,2.0,49.0,82.0,0.0,48.0,143.0,8333.333333,54.56189146,64.0,0,102.0,102.0,41.0,48.0,49.0,0.0,0.0,64.0,49.0,102.0,48.0,8333.333333,48.0,1116.3,204.0,48.0,65.4
68.0,21739.13043,101.0,100.0,0.0,1826086.957,17.52712184,68.0,184.0,68.0,61.33333333,4.0,2.0,4.0,136.0,0.0,49.0,131.0,10869.56522,64.39202849,64.0,0,100.0,100.0,68.0,49.0,4.0,0.0,0.0,64.0,4.0,100.0,49.0,10869.56522,49.0,307.2,200.0,4.0,80.8
37.0,117.5410414,56.5,77.0,0.0,5916.232418,19.51800146,37.0,51046.0,37.0,10209.2,3.0,4.0,10213.66667,148.0,17684.52743,3.0,30634.0,39.18034714,14435.58772,104.0,0,77.0,77.0,37.0,3.0,30641.0,0.0,0.0,40.0,30634.0,77.0,3.0,78.36069428,3.0,380.952381,154.0,3.0,48.42857143
6.0,500000.0,9.0,6.0,0.0,3000000.0,0.0,6.0,4.0,6.0,4.0,4.0,2.0,4.0,12.0,0.0,0.0,4.0,0.0,0.0,40.0,0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,500000.0,0.0,0.0,0.0,4.0,6.0
0.0,0.708669634,0.0,0.0,0.0,0.0,0.0,0.0,5644379.0,0.0,1881459.667,682.0,3.0,2822189.5,0.0,3990214.173,0.0,5643697.0,0.177167408,3258193.114,104.0,1,0.0,0.0,0.0,0.0,5644379.0,0.0,0.0,40.0,5643697.0,0.0,0.0,0.531502225,0.0,0.0,0.0,113.0,0.0
6.0,7299.270073,9.0,6.0,0.0,43795.62044,0.0,6.0,274.0,6.0,274.0,274.0,2.0,274.0,12.0,0.0,0.0,274.0,0.0,0.0,40.0,0,0.0,0.0,6.0,0.0,274.0,0.0,0.0,0.0,274.0,0.0,0.0,7299.270073,0.0,0.0,0.0,274.0,6.0
0.0,0.29930372,44.55555556,434.0,104.1990616,13.33564351,118.655233,52.88888889,60139580.0,0.0,3537622.353,10311.0,9.0,6295429.75,476.0,5175315.407,7511133.125,10000000.0,0.14965186,4888169.087,192.0,0,0.0,36.22222222,434.0,10100000.0,50400000.0,142.9304415,4618360.074,252.0,10100000.0,314.0,1009.0,0.14965186,60100000.0,14079.06433,326.0,35.0,42.21052632
41.0,19138.75598,90.25,119.0,0.0,1531100.478,42.72235949,41.0,209.0,41.0,69.66666667,49.0,2.0,49.0,82.0,0.0,48.0,112.0,9569.37799,36.66515148,64.0,0,119.0,119.0,41.0,48.0,49.0,0.0,0.0,64.0,49.0,119.0,48.0,9569.37799,48.0,1825.2,238.0,48.0,72.2
6.0,66666.66667,9.0,6.0,0.0,400000.0,0.0,6.0,30.0,6.0,30.0,0.0,1.0,0.0,6.0,0.0,0.0,30.0,33333.33333,0.0,20.0,0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,33333.33333,0.0,0.0,6.0,30.0,6.0
0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,12500.0,0.0,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,80.0,0.0
0.0,0.258771768,30.66666667,580.0,66.71112071,7.935667544,111.3757565,41.5,115932276.0,0.0,3997664.69,41826.0,16.0,7728818.4,664.0,4121110.578,8530782.0,10000000.0,0.120760158,4860846.179,332.0,0,0.0,18.28571429,580.0,10100000.0,116000000.0,143.6077992,3693024.139,424.0,10100000.0,250.0,13066.0,0.138011609,111000000.0,12404.55914,256.0,30.0,29.67741935
46.0,43.00890284,145.0,198.0,0.0,5247.086147,87.75724092,46.0,46502.0,46.0,46502.0,0.0,1.0,0.0,46.0,0.0,0.0,46502.0,21.50445142,0.0,20.0,0,198.0,198.0,46.0,0.0,0.0,0.0,0.0,20.0,0.0,198.0,0.0,21.50445142,0.0,7701.333333,198.0,46502.0,96.66666667
0.0,0.779241019,0.0,0.0,0.0,0.0,0.0,0.0,5133200.0,0.0,1711066.667,881.0,3.0,2566600.0,0.0,3628474.607,0.0,5132319.0,0.194810255,2962891.447,104.0,1,0.0,0.0,0.0,0.0,5133200.0,0.0,0.0,40.0,5132319.0,0.0,0.0,0.584430764,0.0,0.0,0.0,159.0,0.0
0.0,0.418490063,0.0,0.0,0.0,0.0,0.0,0.0,14337258.0,0.0,2867451.6,0.0,1.0,0.0,0.0,0.0,3575089.5,7999959.0,0.348741719,3278065.899,32.0,0,0.0,0.0,0.0,7999959.0,0.0,0.0,3315008.104,160.0,0.0,0.0,299458.0,0.069748344,14300000.0,0.0,0.0,36900.0,0.0
6.0,15267.17557,9.0,6.0,0.0,91603.05344,0.0,6.0,131.0,6.0,131.0,131.0,2.0,131.0,12.0,0.0,0.0,131.0,0.0,0.0,40.0,0,0.0,0.0,6.0,0.0,131.0,0.0,0.0,0.0,131.0,0.0,0.0,15267.17557,0.0,0.0,0.0,131.0,6.0
0.0,0.681730177,0.0,0.0,0.0,0.0,0.0,0.0,5867424.0,0.0,1955808.0,690.0,3.0,2933712.0,0.0,4147919.491,0.0,5866734.0,0.170432544,3386961.276,104.0,1,0.0,0.0,0.0,0.0,5867424.0,0.0,0.0,40.0,5866734.0,0.0,0.0,0.511297632,0.0,0.0,0.0,116.0,0.0
0.0,0.713873962,0.0,0.0,0.0,0.0,0.0,0.0,5603230.0,0.0,1867743.333,696.0,3.0,2801615.0,0.0,3961097.637,0.0,5602534.0,0.17846849,3234423.599,104.0,1,0.0,0.0,0.0,0.0,5603230.0,0.0,0.0,40.0,5602534.0,0.0,0.0,0.535405471,0.0,0.0,0.0,191.0,0.0
0.0,3597.122302,0.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,556.0,0.0,1.0,0.0,0.0,0.0,0.0,556.0,1798.561151,0.0,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1798.561151,0.0,0.0,0.0,556.0,0.0
48.0,120.9848164,72.0,48.0,0.0,5807.271187,0.0,48.0,16531.0,48.0,16531.0,0.0,1.0,0.0,48.0,0.0,0.0,16531.0,60.4924082,0.0,20.0,0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,32.0,0.0,48.0,0.0,60.4924082,0.0,0.0,48.0,16531.0,48.0
0.0,666666.6667,31.0,31.0,0.0,10300000.0,17.89785834,15.5,3.0,0.0,3.0,3.0,2.0,3.0,31.0,0.0,0.0,3.0,0.0,0.0,64.0,0,0.0,0.0,31.0,0.0,3.0,21.92031022,0.0,0.0,3.0,0.0,0.0,666666.6667,0.0,320.3333333,0.0,3.0,20.66666667
0.0,0.793252279,0.0,0.0,0.0,0.0,0.0,0.0,5042532.0,0.0,1680844.0,711.0,3.0,2521266.0,0.0,3564603.066,0.0,5041821.0,0.19831307,2910691.472,104.0,1,0.0,0.0,0.0,0.0,5042532.0,0.0,0.0,40.0,5041821.0,0.0,0.0,0.594939209,0.0,0.0,0.0,137.0,0.0
6.0,14285.71429,9.0,6.0,0.0,85714.28571,0.0,6.0,140.0,6.0,140.0,140.0,2.0,140.0,12.0,0.0,0.0,140.0,0.0,0.0,40.0,0,0.0,0.0,6.0,0.0,140.0,0.0,0.0,0.0,140.0,0.0,0.0,14285.71429,0.0,0.0,0.0,140.0,6.0
0.0,0.695784554,0.0,0.0,0.0,0.0,0.0,0.0,5748906.0,0.0,1916302.0,875.0,3.0,2874453.0,0.0,4063852.98,0.0,5748031.0,0.173946139,3318374.669,104.0,1,0.0,0.0,0.0,0.0,5748906.0,0.0,0.0,40.0,5748031.0,0.0,0.0,0.521838416,0.0,0.0,0.0,126.0,0.0
0.0,16.60357309,3.0,6.0,0.0,49.81071927,3.464101615,3.0,120456.0,0.0,120456.0,120456.0,2.0,120456.0,6.0,0.0,0.0,120456.0,0.0,0.0,52.0,0,0.0,0.0,6.0,0.0,120456.0,4.242640687,0.0,0.0,120456.0,0.0,0.0,16.60357309,0.0,12.0,0.0,120456.0,2.0
0.0,0.766023781,0.0,0.0,0.0,0.0,0.0,0.0,5221770.0,0.0,1740590.0,886.0,3.0,2610885.0,0.0,3691095.984,0.0,5220884.0,0.191505945,3014023.037,104.0,1,0.0,0.0,0.0,0.0,5221770.0,0.0,0.0,40.0,5220884.0,0.0,0.0,0.574517836,0.0,0.0,0.0,96.0,0.0
6.0,7.996449576,21.5,31.0,0.0,147.9343172,14.43375673,6.0,250111.0,6.0,250111.0,0.0,1.0,0.0,6.0,0.0,0.0,250111.0,3.998224788,0.0,20.0,0,31.0,31.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,31.0,0.0,3.998224788,0.0,208.3333333,31.0,250111.0,14.33333333
0.0,0.670224778,0.0,0.0,0.0,0.0,0.0,0.0,5968147.0,0.0,1989382.333,689.0,3.0,2984073.5,0.0,4219142.822,0.0,5967458.0,0.167556195,3445114.59,104.0,1,0.0,0.0,0.0,0.0,5968147.0,0.0,0.0,40.0,5967458.0,0.0,0.0,0.502668584,0.0,0.0,0.0,164.0,0.0
6.0,12345.67901,9.0,6.0,0.0,74074.07407,0.0,6.0,162.0,6.0,162.0,162.0,2.0,162.0,12.0,0.0,0.0,162.0,0.0,0.0,40.0,0,0.0,0.0,6.0,0.0,162.0,0.0,0.0,0.0,162.0,0.0,0.0,12345.67901,0.0,0.0,0.0,162.0,6.0
0.0,0.706842286,0.0,0.0,0.0,0.0,0.0,0.0,5658971.0,0.0,1886323.667,690.0,3.0,2829485.5,0.0,4000520.961,0.0,5658281.0,0.176710572,3266610.88,104.0,1,0.0,0.0,0.0,0.0,5658971.0,0.0,0.0,40.0,5658281.0,0.0,0.0,0.530131715,0.0,0.0,0.0,122.0,0.0
6.0,1007.387508,18.33333333,37.0,0.0,16453.99597,15.5,16.33333333,2978.0,6.0,1489.0,526.0,3.0,1489.0,49.0,1361.887661,0.0,2452.0,0.0,1361.887661,60.0,0,0.0,0.0,37.0,0.0,2978.0,17.89785834,0.0,0.0,2452.0,0.0,0.0,1007.387508,0.0,240.25,0.0,526.0,13.75
0.0,0.777540585,0.0,0.0,0.0,0.0,0.0,0.0,5144426.0,0.0,1714808.667,882.0,3.0,2572213.0,0.0,3636411.174,0.0,5143544.0,0.194385146,2969371.918,104.0,1,0.0,0.0,0.0,0.0,5144426.0,0.0,0.0,40.0,5143544.0,0.0,0.0,0.583155439,0.0,0.0,0.0,132.0,0.0
6.0,25316.4557,9.0,6.0,0.0,151898.7342,0.0,6.0,79.0,6.0,79.0,0.0,1.0,0.0,6.0,0.0,0.0,79.0,12658.22785,0.0,20.0,0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,0.0,12658.22785,0.0,0.0,6.0,79.0,6.0
0.0,0.680353219,0.0,0.0,0.0,0.0,0.0,0.0,5879299.0,0.0,1959766.333,901.0,3.0,2939649.5,0.0,4156017.985,0.0,5878398.0,0.170088305,3393634.585,104.0,1,0.0,0.0,0.0,0.0,5879299.0,0.0,0.0,40.0,5878398.0,0.0,0.0,0.510264914,0.0,0.0,0.0,145.0,0.0
0.0,0.492267929,193.4102564,1682.0,581.5279204,95.20966631,436.3599366,109.2380952,79225149.0,0.0,2084872.342,1.0,21.0,3896249.0,2294.0,4812806.461,4643813.706,10000000.0,0.227200582,3837887.185,468.0,0,0.0,291.6111111,921.0,11300000.0,77900000.0,256.7276582,5155515.058,480.0,10300000.0,1682.0,3.0,0.265067346,78900000.0,190409.9942,5249.0,1.0,188.575
6.0,1.097844273,37.83333333,46.0,0.0,33.11830224,18.86670032,27.0,5465256.0,6.0,1093051.2,48.0,5.0,1366314.0,135.0,2654719.991,0.0,5348040.0,0.182974045,2378681.928,100.0,0,46.0,46.0,46.0,0.0,5465256.0,20.1246118,0.0,20.0,5348040.0,46.0,0.0,0.914870227,0.0,355.952381,46.0,48.0,32.42857143
0.0,0.710369927,0.0,0.0,0.0,0.0,0.0,0.0,5630869.0,0.0,1876956.333,903.0,3.0,2815434.5,0.0,3980348.619,0.0,5629966.0,0.177592482,3250201.728,104.0,1,0.0,0.0,0.0,0.0,5630869.0,0.0,0.0,40.0,5629966.0,0.0,0.0,0.532777445,0.0,0.0,0.0,128.0,0.0
0.0,0.785652107,0.0,0.0,0.0,0.0,0.0,0.0,5091312.0,0.0,1697104.0,700.0,3.0,2545656.0,0.0,3599111.291,0.0,5090612.0,0.196413027,2938864.143,104.0,1,0.0,0.0,0.0,0.0,5091312.0,0.0,0.0,40.0,5090612.0,0.0,0.0,0.58923908,0.0,0.0,0.0,153.0,0.0
0.0,0.685866352,0.0,0.0,0.0,0.0,0.0,0.0,5832040.0,0.0,1944013.333,704.0,3.0,2916020.0,0.0,4122879.426,0.0,5831336.0,0.171466588,3366520.189,104.0,1,0.0,0.0,0.0,0.0,5832040.0,0.0,0.0,40.0,5831336.0,0.0,0.0,0.514399764,0.0,0.0,0.0,135.0,0.0
0.0,0.81611226,94.125,383.0,185.0,76.81656643,166.0527025,95.75,9802573.0,0.0,1400367.571,718.0,4.0,1599321.333,383.0,2767923.476,3267488.667,5004609.0,0.40805613,2391484.583,136.0,1,0.0,92.5,383.0,5005154.0,4797964.0,191.5,2830660.0,136.0,4795444.0,370.0,1152.0,0.40805613,9802466.0,27573.5,370.0,105.0,83.66666667
0.0,9.005038304,378.1465798,1068.0,362.5909758,3405.224436,360.6449027,216.2857143,34092026.0,0.0,111411.8497,688.0,203.0,168761.505,43906.0,345133.6833,330989.6505,2281459.0,3.050566722,291329.9595,6504.0,1,0.0,694.0865385,602.0,2282082.0,34100000.0,228.4931854,451177.4048,3336.0,2281459.0,1068.0,4.0,5.954471582,34100000.0,130064.7458,72185.0,4.0,376.9188312
0.0,0.689399738,0.0,0.0,0.0,0.0,0.0,0.0,5802149.0,0.0,1934049.667,704.0,3.0,2901074.5,0.0,4101743.297,0.0,5801445.0,0.172349934,3349262.613,104.0,1,0.0,0.0,0.0,0.0,5802149.0,0.0,0.0,40.0,5801445.0,0.0,0.0,0.517049803,0.0,0.0,0.0,127.0,0.0
0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,20000.0,0.0,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,50.0,0.0
0.0,0.721842503,0.0,0.0,0.0,0.0,0.0,0.0,5541375.0,0.0,1847125.0,884.0,3.0,2770687.5,0.0,3917093.675,0.0,5540491.0,0.180460626,3198548.795,104.0,1,0.0,0.0,0.0,0.0,5541375.0,0.0,0.0,40.0,5540491.0,0.0,0.0,0.541381877,0.0,0.0,0.0,145.0,0.0
0.0,6.017506129,18.6,75.0,0.0,111.925614,29.2967575,37.5,830909.0,0.0,207727.25,830909.0,2.0,830909.0,75.0,0.0,2.0,830857.0,3.610503677,415419.8339,64.0,0,6.0,6.0,75.0,3.0,830909.0,53.03300859,1.414213562,60.0,830909.0,6.0,1.0,2.407002452,4.0,858.3,18.0,1.0,15.5
0.0,0.797610677,0.0,0.0,0.0,0.0,0.0,0.0,5014978.0,0.0,1671659.333,707.0,3.0,2507489.0,0.0,3545125.102,0.0,5014271.0,0.199402669,2894786.627,104.0,1,0.0,0.0,0.0,0.0,5014978.0,0.0,0.0,40.0,5014271.0,0.0,0.0,0.598208008,0.0,0.0,0.0,130.0,0.0
0.0,0.695614187,0.0,0.0,0.0,0.0,0.0,0.0,5750314.0,0.0,1916771.333,662.0,3.0,2875157.0,0.0,4065149.814,0.0,5749652.0,0.173903547,3319372.033,104.0,1,0.0,0.0,0.0,0.0,5750314.0,0.0,0.0,40.0,5749652.0,0.0,0.0,0.52171064,0.0,0.0,0.0,127.0,0.0
0.0,64516.12903,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,32258.06452,0.0,32.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32258.06452,0.0,0.0,0.0,31.0,0.0
0.0,0.765836054,0.0,0.0,0.0,0.0,0.0,0.0,5223050.0,0.0,1741016.667,716.0,3.0,2611525.0,0.0,3692241.497,0.0,5222334.0,0.191459013,3014909.256,104.0,1,0.0,0.0,0.0,0.0,5223050.0,0.0,0.0,40.0,5222334.0,0.0,0.0,0.57437704,0.0,0.0,0.0,164.0,0.0
6.0,666666.6667,9.0,6.0,0.0,4000000.0,0.0,6.0,3.0,6.0,3.0,3.0,2.0,3.0,12.0,0.0,0.0,3.0,0.0,0.0,40.0,0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,666666.6667,0.0,0.0,0.0,3.0,6.0
0.0,0.671310795,0.0,0.0,0.0,0.0,0.0,0.0,5958492.0,0.0,1986164.0,667.0,3.0,2979246.0,0.0,4212346.818,0.0,5957825.0,0.167827699,3439559.327,104.0,1,0.0,0.0,0.0,0.0,5958492.0,0.0,0.0,40.0,5957825.0,0.0,0.0,0.503483096,0.0,0.0,0.0,128.0,0.0
0.0,0.705333272,0.0,0.0,0.0,0.0,0.0,0.0,5671078.0,0.0,1890359.333,888.0,3.0,2835539.0,0.0,4008801.889,0.0,5670190.0,0.176333318,3273429.397,104.0,1,0.0,0.0,0.0,0.0,5671078.0,0.0,0.0,40.0,5670190.0,0.0,0.0,0.528999954,0.0,0.0,0.0,103.0,0.0
48.0,120.7802404,72.0,48.0,0.0,5797.451537,0.0,48.0,16559.0,48.0,16559.0,0.0,1.0,0.0,48.0,0.0,0.0,16559.0,60.39012018,0.0,20.0,0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,20.0,0.0,48.0,0.0,60.39012018,0.0,0.0,48.0,16559.0,48.0
0.0,0.782340387,0.0,0.0,0.0,0.0,0.0,0.0,5112864.0,0.0,1704288.0,866.0,3.0,2556432.0,0.0,3614116.097,0.0,5111998.0,0.195585097,2951163.446,104.0,1,0.0,0.0,0.0,0.0,5112864.0,0.0,0.0,40.0,5111998.0,0.0,0.0,0.58675529,0.0,0.0,0.0,118.0,0.0
0.0,0.683711597,0.0,0.0,0.0,0.0,0.0,0.0,5850420.0,0.0,1950140.0,873.0,3.0,2925210.0,0.0,4135637.046,0.0,5849547.0,0.170927899,3376985.536,104.0,1,0.0,0.0,0.0,0.0,5850420.0,0.0,0.0,40.0,5849547.0,0.0,0.0,0.512783698,0.0,0.0,0.0,124.0,0.0
0.0,0.715194778,0.0,0.0,0.0,0.0,0.0,0.0,5592882.0,0.0,1864294.0,683.0,3.0,2796441.0,0.0,3953798.881,0.0,5592199.0,0.178798694,3228460.438,104.0,1,0.0,0.0,0.0,0.0,5592882.0,0.0,0.0,40.0,5592199.0,0.0,0.0,0.536396083,0.0,0.0,0.0,156.0,0.0
